country,year,age,sex,suicides_no,population
Uzbekistan,2005,25-34 years,female,69,2045225
Uzbekistan,2005,35-54 years,female,79,2836489
Uzbekistan,2005,75+ years,female,7,255163
Uzbekistan,2005,55-74 years,female,21,896756
Uzbekistan,2005,5-14 years,male,30,3105255
Uzbekistan,2005,5-14 years,female,10,2970748
Uzbekistan,2009,35-54 years,male,404,3072025
Uzbekistan,2009,25-34 years,male,252,2295850
Uzbekistan,2009,55-74 years,male,81,985960
Uzbekistan,2009,15-24 years,male,242,3176656
Uzbekistan,2009,15-24 years,female,186,3079271
Uzbekistan,2009,25-34 years,female,85,2313972
Uzbekistan,2009,75+ years,male,7,192006
Uzbekistan,2009,75+ years,female,7,318983
Uzbekistan,2009,35-54 years,female,65,3263931
Uzbekistan,2009,55-74 years,female,15,1105076
Uzbekistan,2009,5-14 years,male,37,2805898
Uzbekistan,2009,5-14 years,female,18,2678474
Uzbekistan,2010,35-54 years,male,371,3142694
Uzbekistan,2010,25-34 years,male,235,2375259
Uzbekistan,2010,55-74 years,male,102,1036963
Uzbekistan,2010,15-24 years,male,246,3208299
Uzbekistan,2010,15-24 years,female,208,3098743
Uzbekistan,2010,75+ years,male,9,196160
Uzbekistan,2010,25-34 years,female,93,2391172
Uzbekistan,2010,35-54 years,female,101,3339076
Uzbekistan,2010,5-14 years,male,48,2751752
Uzbekistan,2010,75+ years,female,5,322899
Uzbekistan,2010,55-74 years,female,16,1161422
Uzbekistan,2010,5-14 years,female,30,2627344
Uzbekistan,2011,35-54 years,male,457,3204569
Uzbekistan,2011,25-34 years,male,271,2457050
Uzbekistan,2011,15-24 years,male,264,3211080
Uzbekistan,2011,15-24 years,female,248,3092119
Uzbekistan,2011,55-74 years,male,76,1086405
Uzbekistan,2011,25-34 years,female,139,2469295
Uzbekistan,2011,75+ years,male,10,204956
Uzbekistan,2011,35-54 years,female,78,3404363
Uzbekistan,2011,5-14 years,male,45,2710780
Uzbekistan,2011,55-74 years,female,19,1218296
Uzbekistan,2011,75+ years,female,5,330662
Uzbekistan,2011,5-14 years,female,28,2588474
Uzbekistan,2012,35-54 years,male,404,3273281
Uzbekistan,2012,55-74 years,male,133,1141487
Uzbekistan,2012,25-34 years,male,290,2548472
Uzbekistan,2012,15-24 years,female,333,3072826
Uzbekistan,2012,15-24 years,male,311,3199204
Uzbekistan,2012,75+ years,male,15,213713
Uzbekistan,2012,25-34 years,female,148,2556673
Uzbekistan,2012,35-54 years,female,89,3474788
Uzbekistan,2012,5-14 years,male,67,2701361
Uzbekistan,2012,55-74 years,female,25,1283060
Uzbekistan,2012,75+ years,female,4,338557
Uzbekistan,2012,5-14 years,female,16,2578408
Uzbekistan,2013,35-54 years,male,481,3346411
Uzbekistan,2013,25-34 years,male,328,2644648
Uzbekistan,2013,15-24 years,female,323,3039740
Uzbekistan,2013,15-24 years,male,320,3171202
Uzbekistan,2013,55-74 years,male,119,1202790
Uzbekistan,2013,75+ years,male,13,221002
Uzbekistan,2013,25-34 years,female,146,2647820
Uzbekistan,2013,35-54 years,female,99,3547895
Uzbekistan,2013,75+ years,female,8,345180
Uzbekistan,2013,5-14 years,male,61,2720938
Uzbekistan,2013,55-74 years,female,21,1356298
Uzbekistan,2013,5-14 years,female,31,2595000
Uzbekistan,2014,35-54 years,male,519,3421300
Uzbekistan,2014,25-34 years,male,318,2739150
Uzbekistan,2014,15-24 years,female,347,2992817
Uzbekistan,2014,55-74 years,male,144,1271111
Uzbekistan,2014,15-24 years,male,347,3126905
Uzbekistan,2014,75+ years,male,17,224995
Uzbekistan,2014,25-34 years,female,162,2735238
Uzbekistan,2014,35-54 years,female,107,3620833
Uzbekistan,2014,75+ years,female,9,348465
Uzbekistan,2014,5-14 years,male,60,2762158
Uzbekistan,2014,5-14 years,female,44,2631600
Uzbekistan,2014,55-74 years,female,21,1438935
